,id,name,description,year,rating,votes,movie_length,age_rating,genres,countries
151,53976,Аризонский оборотень,"Ужас рождается в человеческой душе, когда приближается  кроваво-красная ночь полнолуния. На дне древнего колодца в Аризонской  пустыне археолог Юрий Бакланов нашел останки оборотня. Лучше бы их  никто никогда не находил...",1995,2.865,252,99,18,ужасы,США
152,975703,None,None,2013,7.414,124,4,-1,мелодрама|музыка,США
153,969381,None,None,2013,5.968,102,4,-1,музыка,США
154,799689,Академия бикини,None,2015,4.283,2287,84,18,комедия,США
155,674047,Церемония вручения премии MTV Europe Music Awards 2009,None,2009,5.735,93,-1,-1,церемония|музыка,Великобритания
156,229617,None,None,1995,8.165,139,165,-1,документальный|музыка,США
157,286824,Большие задницы и сиськи 3,None,2006,7.085,94,122,18,для взрослых,США
158,251822,Мисс Мира 2003,None,2003,6.499,88,120,-1,реальное ТВ,Китай
159,1189434,None,None,2018,6.988,173,6,-1,короткометражка|музыка,США
160,289632,"Там, где нет парней № 18",None,2007,7.11,162,140,18,для взрослых,США
161,580198,53-я церемония вручения премии «Грэмми»,None,2011,6.973,333,-1,-1,церемония|музыка,США
162,837993,Билл Маар: Безумно тупая политика,Выступление Билла Маара в Кремниевой долине.,2011,6.304,144,67,18,комедия,США
163,574664,Настоящая Майли Сайрус,None,2007,8.064,150,-1,-1,документальный|короткометражка,США
164,468827,Брюс Ли: Бессмертие Дракона,"В нем соединялись грация танцора и смертоносное мастерство. А из-за преждевременной смерти и он получил прозвище «Джеймс Дин фильмов о боевых искусствах». Борясь с предвзятым мнением, Брюс Ли доказал, что восточные единоборсва могут прижиться на американской почве. Своими фильмами он возводил мост между Востоком и Западом. Его девиз – «Бей ногой, когда это нужно. Бей кулаком, когда это нужно». И Брюс Ли не отступал от своих правил, идя до конца. 

Он не принадлежал какой-то определенной школе, а разработал свою, синтезируя опыт различных техник. Брюс Ли стал звездным тренером фабрики грез: у него учились Стив Макуинн, Роман Полански и Джеймс Кобурн. Но долгие годы Голливуд не проявлял к нему интереса и Брюс Ли вернулся в Гонконг, чтобы начать актерскую карьеру. Он вернулся в Америку с триумфом. На всех экранах шли фильмы о кун-фу, а он стал законодателем нового жанра, бессмертным драконом.",2002,7.791,89,45,-1,документальный,США
